fips,state,county,prem_2020,prem_2016
FIPS_38063,ND,Nelson County,4206.7,7498.3
FIPS_38065,ND,Oliver County,8608.7,5739
FIPS_38067,ND,Pembina County,6906.7,7010.6
FIPS_38069,ND,Pierce County,4809.9,8755.8
FIPS_38071,ND,Ramsey County,8497.7,7473.8
FIPS_38073,ND,Ransom County,7907.6,7368
FIPS_38075,ND,Renville County,5728.8,7990.3
FIPS_38077,ND,Richland County,7468.1,8156.3
FIPS_38079,ND,Rolette County,15036.3,12374.5
FIPS_38081,ND,Sargent County,6455.7,8510
FIPS_38085,ND,Sioux County,24641.3,30483.7
FIPS_38089,ND,Stark County,6621,6519
FIPS_38093,ND,Stutsman County,5715.3,7338
FIPS_38095,ND,Towner County,9318.4,2852.8
FIPS_38097,ND,Traill County,6319.1,6737.6
FIPS_38099,ND,Walsh County,6301.4,7321.4
FIPS_38101,ND,Ward County,6713.1,6490.8
FIPS_38103,ND,Wells County,5654.3,8179.2
FIPS_38105,ND,Williams County,7712.2,7601
FIPS_39001,OH,Adams County,11037.4,10579.6
FIPS_39003,OH,Allen County,8518,7434.8
FIPS_39005,OH,Ashland County,7769.4,5956.5
FIPS_39007,OH,Ashtabula County,9748.6,9352
FIPS_39009,OH,Athens County,7618.9,8114.8
FIPS_39011,OH,Auglaize County,6497.6,5912
FIPS_39013,OH,Belmont County,8781.9,8231.2
FIPS_39015,OH,Brown County,10509.5,10865.2
FIPS_39017,OH,Butler County,9053,8218.3
FIPS_39019,OH,Carroll County,8065.7,7347.9
FIPS_39021,OH,Champaign County,8135.2,8100.6
FIPS_39023,OH,Clark County,11537,9961.6
FIPS_39025,OH,Clermont County,8233.5,7737.4
FIPS_39027,OH,Clinton County,10813.9,9373.9
FIPS_39029,OH,Columbiana County,9131.6,8383.9
FIPS_39031,OH,Coshocton County,9799.7,8369.5
FIPS_39033,OH,Crawford County,9442.5,8228.9
FIPS_39035,OH,Cuyahoga County,9175.1,8037.5
FIPS_39037,OH,Darke County,8545.2,7587.3
FIPS_39039,OH,Defiance County,7579.4,7108.7
FIPS_39041,OH,Delaware County,4212.1,3820.9
FIPS_39043,OH,Erie County,9152,8530.2
FIPS_39045,OH,Fairfield County,7047.3,5662.5
FIPS_39047,OH,Fayette County,11052.2,9975.2
FIPS_39049,OH,Franklin County,8680.6,7631.5
FIPS_39051,OH,Fulton County,7543.3,6935.3
FIPS_39053,OH,Gallia County,13206.7,10713.1
FIPS_39055,OH,Geauga County,5244.1,4243
FIPS_39057,OH,Greene County,6874.4,5904.7
FIPS_39059,OH,Guernsey County,10201.1,10008.6
FIPS_39061,OH,Hamilton County,9070.5,8713.3
FIPS_39063,OH,Hancock County,7396,6360.2
FIPS_39065,OH,Hardin County,8692.7,8152.3
FIPS_39067,OH,Harrison County,8991.1,9157.9
FIPS_39069,OH,Henry County,7650.9,6419.8
FIPS_39071,OH,Highland County,9728.9,10104.9
FIPS_39073,OH,Hocking County,9499.7,8702
FIPS_39075,OH,Holmes County,5306.1,5586.8
FIPS_39077,OH,Huron County,8997.6,8150.7
FIPS_39079,OH,Jackson County,12235.8,10942.3
FIPS_39081,OH,Jefferson County,11003.2,10460.3
FIPS_39083,OH,Knox County,7043.7,6933.2
FIPS_39085,OH,Lake County,7248.4,6568.6
FIPS_39087,OH,Lawrence County,11852.6,10363.2
FIPS_39089,OH,Licking County,7546.8,7053.5
FIPS_39091,OH,Logan County,8594.9,7872.4
FIPS_39093,OH,Lorain County,8019.6,7137.4
FIPS_39095,OH,Lucas County,10803.8,8478.6
FIPS_39097,OH,Madison County,7277.2,7261.1
FIPS_39099,OH,Mahoning County,10142.6,8658.4
FIPS_39101,OH,Marion County,10136.9,8752.2
FIPS_39103,OH,Medina County,5594,5437.9
FIPS_39105,OH,Meigs County,12081.9,9520.6
FIPS_39107,OH,Mercer County,6512.4,6629.4
FIPS_39109,OH,Miami County,7496.9,7155.5
FIPS_39111,OH,Monroe County,7942.4,7440.8
FIPS_39113,OH,Montgomery County,11059.3,9713.5
FIPS_39115,OH,Morgan County,9463.2,9580.8
FIPS_39117,OH,Morrow County,8387.4,7372.8
FIPS_39119,OH,Muskingum County,10157,8166.2
FIPS_39121,OH,Noble County,7544.6,6807.4
FIPS_39123,OH,Ottawa County,8082.4,6952.8
FIPS_39125,OH,Paulding County,6732.6,5560.3
FIPS_39127,OH,Perry County,8964.8,7066
FIPS_39129,OH,Pickaway County,9518.8,8092.7
FIPS_39131,OH,Pike County,13599.3,11466.9
FIPS_39133,OH,Portage County,7395.1,6579.2
FIPS_39135,OH,Preble County,9065.9,8436.9
FIPS_39137,OH,Putnam County,4939.9,4934.2
FIPS_39139,OH,Richland County,9808.9,8273
FIPS_39141,OH,Ross County,10442.4,9195.7
FIPS_39143,OH,Sandusky County,8708.9,8015.1
FIPS_39145,OH,Scioto County,15418.8,10016.1
FIPS_39147,OH,Seneca County,8258.4,7675.9
FIPS_39149,OH,Shelby County,8649.6,6759.2
FIPS_39151,OH,Stark County,8500.4,7079.2
FIPS_39153,OH,Summit County,8514.9,7691.2
FIPS_39155,OH,Trumbull County,10496.6,8662.1
FIPS_39157,OH,Tuscarawas County,7919.4,6521.7
FIPS_39159,OH,Union County,5435,5442.1
FIPS_39161,OH,Van Wert County,7535.6,7130.3
FIPS_39163,OH,Vinton County,13138.9,11671.3
FIPS_39165,OH,Warren County,5717,5357.2
FIPS_39167,OH,Washington County,8597.7,7378.6
FIPS_39169,OH,Wayne County,7667.6,6338.3
FIPS_39171,OH,Williams County,8117.3,6441.2
FIPS_39173,OH,Wood County,5989,5828.1
FIPS_39175,OH,Wyandot County,8514.1,6204.8
FIPS_40001,OK,Adair County,12151.5,11855.3
FIPS_40003,OK,Alfalfa County,8336.9,6115
FIPS_40005,OK,Atoka County,10402.8,10783
FIPS_40007,OK,Beaver County,8463,9723.8
FIPS_40009,OK,Beckham County,10713.7,10126.4
FIPS_40011,OK,Blaine County,15024.5,11159.6
FIPS_40013,OK,Bryan County,10910,9696.2
FIPS_40015,OK,Caddo County,13159.1,13752.9
FIPS_40017,OK,Canadian County,6810.3,6664.5
FIPS_40019,OK,Carter County,10139.6,12266.8
FIPS_40021,OK,Cherokee County,10192.3,10531.6
FIPS_40023,OK,Choctaw County,13293.8,12922.2
FIPS_40025,OK,Cimarron County,5352.9,13134.9
FIPS_40027,OK,Cleveland County,7019.8,6804.3
FIPS_40029,OK,Coal County,14479.1,12135.6
FIPS_40031,OK,Comanche County,9556.3,9192.2
FIPS_40033,OK,Cotton County,12063.3,11432.1
FIPS_40035,OK,Craig County,9809.5,10037.4
FIPS_40037,OK,Creek County,10566.4,10745.9
FIPS_40039,OK,Custer County,9393.4,8885.1
FIPS_40041,OK,Delaware County,10131.5,9971.8
FIPS_40043,OK,Dewey County,11625.4,11488
FIPS_40045,OK,Ellis County,10555.8,10849.7
FIPS_40047,OK,Garfield County,9622.6,9032.9
FIPS_40049,OK,Garvin County,13002.5,11452.8
FIPS_40051,OK,Grady County,9381.5,8462.7
FIPS_40053,OK,Grant County,10334.3,10393.6
FIPS_40055,OK,Greer County,7532.2,10145.7
FIPS_40057,OK,Harmon County,16646.4,7020.4
FIPS_40059,OK,Harper County,5873.9,7485.4
FIPS_40061,OK,Haskell County,11301.1,11063.4
FIPS_40063,OK,Hughes County,12740.9,11485.5
FIPS_40065,OK,Jackson County,10454.8,9164.7
FIPS_40067,OK,Jefferson County,8854.6,10901.4
FIPS_40069,OK,Johnston County,13407.2,12387.1
FIPS_40071,OK,Kay County,11901.9,10576.2
FIPS_40073,OK,Kingfisher County,7905.2,6873.2
FIPS_40075,OK,Kiowa County,11970.8,13825.4
FIPS_40077,OK,Latimer County,8595.3,9851.8
FIPS_40079,OK,Le Flore County,11540.7,10939.8
FIPS_40081,OK,Lincoln County,9612,11250.5
FIPS_40083,OK,Logan County,7133,7116.4
FIPS_40085,OK,Love County,11836.9,9700.1
FIPS_40087,OK,McClain County,8164.4,9031.1
FIPS_40089,OK,McCurtain County,13488.1,12287.9
FIPS_40091,OK,McIntosh County,10383.7,13721.8
FIPS_40093,OK,Major County,10335.9,9049.8
FIPS_40095,OK,Marshall County,9717,9995.9
FIPS_40097,OK,Mayes County,11337.4,10355.2
FIPS_40099,OK,Murray County,9005.7,11459.1
FIPS_40101,OK,Muskogee County,12227,12538.5
FIPS_40103,OK,Noble County,10543.5,9959.8
FIPS_40105,OK,Nowata County,8431.3,9565.9
FIPS_40107,OK,Okfuskee County,15868.2,14708.4
FIPS_40109,OK,Oklahoma County,9278.2,9298.2
FIPS_40111,OK,Okmulgee County,12765.7,11243.7
FIPS_40113,OK,Osage County,8957.5,8808.9
FIPS_40115,OK,Ottawa County,12192.4,10852
FIPS_40117,OK,Pawnee County,10890.1,11220
FIPS_40119,OK,Payne County,7671.8,7587.6
FIPS_40121,OK,Pittsburg County,12210.6,11680
FIPS_40123,OK,Pontotoc County,11422.6,10280.1
FIPS_40125,OK,Pottawatomie County,10237.9,10655.9
FIPS_40127,OK,Pushmataha County,11533.1,14398.2
FIPS_40129,OK,Roger Mills County,9925.2,6170.4
FIPS_40131,OK,Rogers County,6716.6,7872.5
FIPS_40133,OK,Seminole County,14100.4,14253.1
FIPS_40135,OK,Sequoyah County,11250.4,11567
FIPS_40137,OK,Stephens County,10604,9636
FIPS_40139,OK,Texas County,8880,8488.1
FIPS_40141,OK,Tillman County,9129.8,8170
FIPS_40143,OK,Tulsa County,8710.5,8609.3
FIPS_40145,OK,Wagoner County,7489,7884.6
FIPS_40147,OK,Washington County,8996.9,8990.2
FIPS_40149,OK,Washita County,10942.3,11568.7
FIPS_40151,OK,Woods County,8794.6,7279.6
FIPS_40153,OK,Woodward County,8627.2,8417.9
FIPS_41001,OR,Baker County,9508.8,7917.6
FIPS_41003,OR,Benton County,3953.7,4243.3
FIPS_41005,OR,Clackamas County,5267.4,5185.5
FIPS_41007,OR,Clatsop County,6873.8,7940.8
FIPS_41009,OR,Columbia County,6675,6760.1
FIPS_41011,OR,Coos County,7452.3,8650
FIPS_41013,OR,Crook County,7348.3,7247.7
FIPS_41015,OR,Curry County,8389.9,9809.3
FIPS_41017,OR,Deschutes County,5004.6,5103
FIPS_41019,OR,Douglas County,9195.2,9290.1
FIPS_41021,OR,Gilliam County,6439,10157.6
FIPS_41023,OR,Grant County,7429.3,5322.5
FIPS_41025,OR,Harney County,8437.8,9283.7
FIPS_41027,OR,Hood River County,4440.7,4687.7
FIPS_41029,OR,Jackson County,6893.8,6895.6
FIPS_41031,OR,Jefferson County,10746.3,9097.6
FIPS_41033,OR,Josephine County,9342.8,8828.7
FIPS_41035,OR,Klamath County,9589.9,8372.6
FIPS_41037,OR,Lake County,9465.3,6913.1
FIPS_41039,OR,Lane County,6556.9,6519.4
FIPS_41041,OR,Lincoln County,8688.9,9002.5
FIPS_41043,OR,Linn County,7287.6,7077.2
FIPS_41045,OR,Malheur County,7442.5,7265.3
FIPS_41047,OR,Marion County,6120.3,5892.2
FIPS_41049,OR,Morrow County,7258.1,6781.5
FIPS_41051,OR,Multnomah County,6123.9,6087.5
FIPS_41053,OR,Polk County,5675.6,5884.9
FIPS_41055,OR,Sherman County,6660.3,5863.4
FIPS_41057,OR,Tillamook County,7518.6,7255.2
FIPS_41059,OR,Umatilla County,7692.8,6306.9
FIPS_41061,OR,Union County,8024.4,7030.7
FIPS_41063,OR,Wallowa County,3984,7524.4
FIPS_41065,OR,Wasco County,7081.7,7297.2
FIPS_41067,OR,Washington County,4101.8,4142.4
FIPS_41071,OR,Yamhill County,5695.3,5491.2
FIPS_42001,PA,Adams County,6114.5,5430.9
FIPS_42003,PA,Allegheny County,7699.3,7081.8
FIPS_42005,PA,Armstrong County,8933.5,8125.6
FIPS_42007,PA,Beaver County,8873.6,7747
FIPS_42009,PA,Bedford County,8556.1,7843.4
FIPS_42011,PA,Berks County,6732.6,6227.8
FIPS_42013,PA,Blair County,8182.1,7717.8
FIPS_42015,PA,Bradford County,7071.8,7842.1
FIPS_42017,PA,Bucks County,6305.9,5483
FIPS_42019,PA,Butler County,6294.6,5994.1
FIPS_42021,PA,Cambria County,9573.8,8601.8
FIPS_42023,PA,Cameron County,7570.9,6090.5
FIPS_42025,PA,Carbon County,9445.9,8284.4
FIPS_42027,PA,Centre County,4083.8,3899.9
FIPS_42029,PA,Chester County,4866.3,4598.3
FIPS_42031,PA,Clarion County,7751.4,7669.5
FIPS_42033,PA,Clearfield County,8260.8,7090.2
FIPS_42035,PA,Clinton County,6843.5,6637.7
FIPS_42037,PA,Columbia County,7242.4,7228
FIPS_42039,PA,Crawford County,8024.6,7232.7
FIPS_42041,PA,Cumberland County,5552.7,5347.2
FIPS_42043,PA,Dauphin County,7776.7,6931.3
FIPS_42045,PA,Delaware County,7570.5,7184.1
FIPS_42047,PA,Elk County,7637.7,7978.3
FIPS_42049,PA,Erie County,7647,7434.9
FIPS_42051,PA,Fayette County,10656.1,9018.4
FIPS_42053,PA,Forest County,7820.4,6123.1
FIPS_42055,PA,Franklin County,6748.9,5975.6
FIPS_42057,PA,Fulton County,7232,10426.3
FIPS_42059,PA,Greene County,9431,8517.9
FIPS_42061,PA,Huntingdon County,7310.2,6292.6
FIPS_42063,PA,Indiana County,8213.8,7275
FIPS_42065,PA,Jefferson County,7651.6,7657.4
FIPS_42067,PA,Juniata County,6801.9,7935.1
FIPS_42069,PA,Lackawanna County,8722.6,7914.4
FIPS_42071,PA,Lancaster County,6038.9,5746.6
FIPS_42073,PA,Lawrence County,9926.7,8335.6
FIPS_42075,PA,Lebanon County,6995.9,6584.4
FIPS_42077,PA,Lehigh County,6605,6089.8
FIPS_42079,PA,Luzerne County,9446.3,8068.7
FIPS_42081,PA,Lycoming County,7718.7,7024.9
FIPS_42083,PA,Mc Kean County,7511.7,7356.2
FIPS_42085,PA,Mercer County,9171.2,7910.2
FIPS_42087,PA,Mifflin County,8303.1,7818.3
FIPS_42089,PA,Monroe County,7624.7,7135
FIPS_42091,PA,Montgomery County,5373,5070.7
FIPS_42093,PA,Montour County,7994.4,7921.8
FIPS_42095,PA,Northampton County,6016.5,5705.4
FIPS_42097,PA,Northumberland County,9114,7244.5
FIPS_42099,PA,Perry County,7821.7,7996.2
FIPS_42101,PA,Philadelphia County,10670.9,9252.8
FIPS_42103,PA,Pike County,7639.8,6000
FIPS_42105,PA,Potter County,6637.5,6659.3
FIPS_42107,PA,Schuylkill County,10130.2,8755.6
FIPS_42109,PA,Snyder County,5044.5,5601.4
FIPS_42111,PA,Somerset County,7743.5,7648.4
FIPS_42113,PA,Sullivan County,8033.6,7556.7
FIPS_42115,PA,Susquehanna County,7082.3,9038
FIPS_42117,PA,Tioga County,7402.5,6713.4
FIPS_42119,PA,Union County,4462.5,4654.5
FIPS_42121,PA,Venango County,8563.8,7338.6
FIPS_42123,PA,Warren County,6549.4,6788.8
FIPS_42125,PA,Washington County,8267.5,7446.4
FIPS_42127,PA,Wayne County,7512.4,6839.8
FIPS_42129,PA,Westmoreland County,7933.6,7126.1
FIPS_42131,PA,Wyoming County,9210,7318.3
FIPS_42133,PA,York County,7104.6,6495.9
FIPS_44001,RI,Bristol County,4511,4598.9
FIPS_44003,RI,Kent County,6182.8,6042.3
FIPS_44005,RI,Newport County,4939.3,4484
FIPS_44007,RI,Providence County,6629.8,6284.2
FIPS_44009,RI,Washington County,5116.9,5424.2
FIPS_45001,SC,Abbeville County,11004.9,9541
FIPS_45003,SC,Aiken County,10130.2,8596.6
FIPS_45005,SC,Allendale County,15351.3,11729.4
FIPS_45007,SC,Anderson County,9944.5,9080.2
FIPS_45009,SC,Bamberg County,14160.8,10464.2
FIPS_45011,SC,Barnwell County,14376.9,10905.5
FIPS_45013,SC,Beaufort County,6234.1,5477.8
FIPS_45015,SC,Berkeley County,7691.3,7369.6
FIPS_45017,SC,Calhoun County,12931.4,9816.9
FIPS_45019,SC,Charleston County,7539.7,6785.3
FIPS_45021,SC,Cherokee County,12740.1,10120.8
FIPS_45023,SC,Chester County,15355.6,12400.7
FIPS_45025,SC,Chesterfield County,12191,10272.4
FIPS_45027,SC,Clarendon County,12305.1,9384
FIPS_45029,SC,Colleton County,15395.2,11131.1
FIPS_45031,SC,Darlington County,13036.1,11369.8
FIPS_45033,SC,Dillon County,15721.6,12005.3
FIPS_45035,SC,Dorchester County,7719.7,6656.3
FIPS_45037,SC,Edgefield County,7438.7,7952.3
FIPS_45039,SC,Fairfield County,14563.3,10831.2
FIPS_45041,SC,Florence County,12836.8,10295.6
FIPS_45043,SC,Georgetown County,11438.6,8535.8
FIPS_45045,SC,Greenville County,7626.1,7153.1
FIPS_45047,SC,Greenwood County,10921,8468.2
FIPS_45049,SC,Hampton County,14695.6,11282.9
FIPS_45051,SC,Horry County,10108.3,8868
FIPS_45053,SC,Jasper County,10120.6,9362.4
FIPS_45055,SC,Kershaw County,9997.8,9355.4
FIPS_45057,SC,Lancaster County,9772.7,8736.1
FIPS_45059,SC,Laurens County,11768.4,10964.4
FIPS_45061,SC,Lee County,15186.8,11305.8
FIPS_45063,SC,Lexington County,7643,7335.2
FIPS_45065,SC,McCormick County,14928.5,10299.2
FIPS_45067,SC,Marion County,15313,13310.8
FIPS_45069,SC,Marlboro County,14181.2,13409.9
FIPS_45071,SC,Newberry County,9819.4,9263.2
FIPS_45073,SC,Oconee County,9479.7,8410.2
FIPS_45075,SC,Orangeburg County,13736.9,12062.7
FIPS_45077,SC,Pickens County,8432.9,8253.3
FIPS_45079,SC,Richland County,8337.7,7753.9
FIPS_45081,SC,Saluda County,8617.6,8614.1
FIPS_45083,SC,Spartanburg County,9520.6,8897.9
FIPS_45085,SC,Sumter County,11242.1,9056.8
FIPS_45087,SC,Union County,12990.4,11582.7
FIPS_45089,SC,Williamsburg County,15414.8,11421.4
FIPS_45091,SC,York County,7221.1,7063.1
FIPS_46003,SD,Aurora County,6105,7228.4
FIPS_46005,SD,Beadle County,7738.6,6715.7
FIPS_46007,SD,Bennett County,17882.1,13813.6
FIPS_46009,SD,Bon Homme County,4411.3,4495.4
FIPS_46011,SD,Brookings County,5088,4417.6
FIPS_46013,SD,Brown County,5969.1,6059
FIPS_46015,SD,Brule County,8479.7,5504.3
FIPS_46017,SD,Buffalo County,30007.9,18592.4
FIPS_46019,SD,Butte County,6935.5,7272.3
FIPS_46023,SD,Charles Mix County,15708.6,12339.5
FIPS_46025,SD,Clark County,6561.4,4441
FIPS_46027,SD,Clay County,6485.1,5326.7
FIPS_46029,SD,Codington County,6263.1,4822.9
FIPS_46031,SD,Corson County,24702.4,19896.3
FIPS_46033,SD,Custer County,6891.6,6181.2
FIPS_46035,SD,Davison County,6867.6,6706.9
FIPS_46037,SD,Day County,9446.8,5906.1
FIPS_46039,SD,Deuel County,3587.2,4722.1
FIPS_46041,SD,Dewey County,25951.6,27319.7
FIPS_46043,SD,Douglas County,4819.2,6622.8
FIPS_46045,SD,Edmunds County,3583.3,4524
FIPS_46047,SD,Fall River County,10456.4,9731.3
FIPS_46049,SD,Faulk County,5221.5,6192.7
FIPS_46051,SD,Grant County,6173.4,4687
FIPS_46053,SD,Gregory County,9143.9,12774.2
FIPS_46055,SD,Haakon County,7124.5,4734.5
FIPS_46057,SD,Hamlin County,7129.9,6169.7
FIPS_46059,SD,Hand County,6147.3,6876.4
FIPS_46061,SD,Hanson County,5490.6,7236.2
FIPS_46065,SD,Hughes County,7437.8,6004.6
FIPS_46067,SD,Hutchinson County,6351.9,6456.9
FIPS_46071,SD,Jackson County,10571.9,20098.8
FIPS_46073,SD,Jerauld County,3494.7,0
FIPS_46077,SD,Kingsbury County,3983.3,9003.5
FIPS_46079,SD,Lake County,3571.3,5355.6
FIPS_46081,SD,Lawrence County,6513.9,5883
FIPS_46083,SD,Lincoln County,3888.3,3133.7
FIPS_46085,SD,Lyman County,12995.8,10359.6
FIPS_46087,SD,McCook County,7595.6,8828.1
FIPS_46089,SD,McPherson County,6542.6,9124.5
FIPS_46091,SD,Marshall County,3194.9,4139
FIPS_46093,SD,Meade County,6401.6,5972.3
FIPS_46095,SD,Mellette County,20408.7,18522.3
FIPS_46097,SD,Miner County,6354.3,7112.7
FIPS_46099,SD,Minnehaha County,7238.2,6214.2
FIPS_46101,SD,Moody County,6866.6,8142.6
FIPS_46102,SD,Oglala Lakota County,26818.8,36469
FIPS_46103,SD,Pennington County,8596.3,6701.5
FIPS_46105,SD,Perkins County,8882.9,8678.5
FIPS_46107,SD,Potter County,4485.5,8262.8
FIPS_46109,SD,Roberts County,13908.6,11460.3
FIPS_46111,SD,Sanborn County,7506.3,5915.5
FIPS_46115,SD,Spink County,7451,7660.1
FIPS_46117,SD,Stanley County,5680.6,6388.3
FIPS_46121,SD,Todd County,23112.4,24888.6
FIPS_46123,SD,Tripp County,9140.7,5249.8
FIPS_46125,SD,Turner County,7496,7035.5
FIPS_46127,SD,Union County,5661.5,4654.2
FIPS_46129,SD,Walworth County,6914,7997
FIPS_46135,SD,Yankton County,6320.7,6962.8
FIPS_46137,SD,Ziebach County,11738.2,11622.5
FIPS_47001,TN,Anderson County,10762.7,9629
FIPS_47003,TN,Bedford County,10665.5,9269.5
FIPS_47005,TN,Benton County,13904.5,12798.9
FIPS_47007,TN,Bledsoe County,8151.2,8044.2
FIPS_47009,TN,Blount County,8898.9,8153.3
FIPS_47011,TN,Bradley County,8706.6,8256.1
FIPS_47013,TN,Campbell County,14262.3,12744.2
FIPS_47015,TN,Cannon County,13458,11259.8
FIPS_47017,TN,Carroll County,11214.6,11626.2
FIPS_47019,TN,Carter County,11499.2,9270.8
FIPS_47021,TN,Cheatham County,10884.9,9106.7
FIPS_47023,TN,Chester County,9230.5,8245.2
FIPS_47025,TN,Claiborne County,12467.3,12093
FIPS_47027,TN,Clay County,11636.6,10819.3
FIPS_47029,TN,Cocke County,15088.3,13136.2
FIPS_47031,TN,Coffee County,10562.1,10163
FIPS_47033,TN,Crockett County,11908.4,8555.9
FIPS_47035,TN,Cumberland County,10261.1,10207.1
FIPS_47037,TN,Davidson County,9118.8,7836.8
FIPS_47039,TN,Decatur County,10966.4,9515.2
FIPS_47041,TN,DeKalb County,11864.1,11369.5
FIPS_47043,TN,Dickson County,10418.1,9711.6
FIPS_47045,TN,Dyer County,12114,9367.4
FIPS_47047,TN,Fayette County,9065.9,8226.2
FIPS_47049,TN,Fentress County,12108.3,11345.2
FIPS_47051,TN,Franklin County,10242,9638.8
FIPS_47053,TN,Gibson County,11479.6,10254.6
FIPS_47055,TN,Giles County,10472.7,10311.1
FIPS_47057,TN,Grainger County,12206.3,12640.9
FIPS_47059,TN,Greene County,10988.7,9621.1
FIPS_47061,TN,Grundy County,14485.5,14410.2
FIPS_47063,TN,Hamblen County,10765.9,10443
FIPS_47065,TN,Hamilton County,8762.3,7689.5
FIPS_47067,TN,Hancock County,14624.7,12235.7
FIPS_47069,TN,Hardeman County,11928.7,9517.7
FIPS_47071,TN,Hardin County,13213.6,12981.1
FIPS_47073,TN,Hawkins County,11669.3,11234.6
FIPS_47075,TN,Haywood County,14193.9,10585.5
FIPS_47077,TN,Henderson County,10053.5,10882.5
FIPS_47079,TN,Henry County,12102.6,9612.2
FIPS_47081,TN,Hickman County,12501,10153.7
FIPS_47083,TN,Houston County,13040.1,10502.7
FIPS_47085,TN,Humphreys County,10648.1,10152.8
FIPS_47087,TN,Jackson County,11153,12066.3
FIPS_47089,TN,Jefferson County,9994.3,8350.9
FIPS_47091,TN,Johnson County,11379.1,11229.6
FIPS_47093,TN,Knox County,9637.1,8271
FIPS_47095,TN,Lake County,11964.9,12178.8
FIPS_47097,TN,Lauderdale County,11248.2,10995.3
FIPS_47099,TN,Lawrence County,10576.5,9093.9
FIPS_47101,TN,Lewis County,12214.5,9997.2
FIPS_47103,TN,Lincoln County,11557.7,8792
FIPS_47105,TN,Loudon County,9270.7,9042.7
FIPS_47107,TN,McMinn County,11577.5,9967.6
FIPS_47109,TN,McNairy County,12169.1,10610.1
FIPS_47111,TN,Macon County,10802.4,10807.1
FIPS_47113,TN,Madison County,10659.3,9244
FIPS_47115,TN,Marion County,10936.7,10267.7
FIPS_47117,TN,Marshall County,9402,9376.9
FIPS_47119,TN,Maury County,8406.8,8229.4
FIPS_47121,TN,Meigs County,14269.1,13616.7
FIPS_47123,TN,Monroe County,11554.9,10157.3
FIPS_47125,TN,Montgomery County,9496.6,7543.4
FIPS_47127,TN,Moore County,6907.4,7868.9
FIPS_47129,TN,Morgan County,11325.3,10092.1
FIPS_47131,TN,Obion County,10137.2,9451.6
FIPS_47133,TN,Overton County,9797.9,10586.8
FIPS_47135,TN,Perry County,10546.7,12542.3
FIPS_47137,TN,Pickett County,10580,9134.4
FIPS_47139,TN,Polk County,10708.7,10835.5
FIPS_47141,TN,Putnam County,8748.6,9110.9
FIPS_47143,TN,Rhea County,10742.8,10561.4
FIPS_47145,TN,Roane County,11201.5,10837.8
FIPS_47147,TN,Robertson County,9684.1,8588.8
FIPS_47149,TN,Rutherford County,7675.9,6378.7
FIPS_47151,TN,Scott County,12529.1,13054.3
FIPS_47153,TN,Sequatchie County,9964.2,10204.2
FIPS_47155,TN,Sevier County,10238.9,8565.8
FIPS_47157,TN,Shelby County,11795.9,9629.2
FIPS_47159,TN,Smith County,9917.3,8771.2
FIPS_47161,TN,Stewart County,10313.7,9854
FIPS_47163,TN,Sullivan County,10637.1,8955.6
FIPS_47165,TN,Sumner County,7869.1,6941.9
FIPS_47167,TN,Tipton County,9570.9,9400.9
FIPS_47169,TN,Trousdale County,9827.1,10350.6
FIPS_47171,TN,Unicoi County,12489.6,9772.7
FIPS_47173,TN,Union County,12429.9,10897
FIPS_47175,TN,Van Buren County,13738.6,12221.3
FIPS_47177,TN,Warren County,10382.6,10539.7
FIPS_47179,TN,Washington County,9857.1,8564
FIPS_47181,TN,Wayne County,10019.9,9467.9
FIPS_47183,TN,Weakley County,9613.4,8150.6
FIPS_47185,TN,White County,10124.6,11625
FIPS_47187,TN,Williamson County,4526.1,3798.1
FIPS_47189,TN,Wilson County,7556.8,6738.6
FIPS_48001,TX,Anderson County,11158.5,10118.9
FIPS_48003,TX,Andrews County,8229.5,8133.1
FIPS_48005,TX,Angelina County,9838.9,8802.2
FIPS_48007,TX,Aransas County,12277.6,11304
FIPS_48009,TX,Archer County,5955.7,7522.1
FIPS_48011,TX,Armstrong County,7985.6,10820.2
FIPS_48013,TX,Atascosa County,8407.4,8907.9
FIPS_48015,TX,Austin County,8077.3,7121.2
FIPS_48017,TX,Bailey County,9043.7,6889
FIPS_48019,TX,Bandera County,8222.3,5787.9
FIPS_48021,TX,Bastrop County,7788.2,7861
FIPS_48023,TX,Baylor County,11370.8,10742
FIPS_48025,TX,Bee County,9972.3,7783.5
FIPS_48027,TX,Bell County,7975.8,7206.8
FIPS_48029,TX,Bexar County,7345.8,6875.9
FIPS_48031,TX,Blanco County,7170.5,7953.3
FIPS_48035,TX,Bosque County,10155.9,8273.9
FIPS_48037,TX,Bowie County,10224.1,9675.7
FIPS_48039,TX,Brazoria County,6238.5,6368.7
FIPS_48041,TX,Brazos County,5429.1,5527.3
FIPS_48043,TX,Brewster County,8624.6,5329.5
FIPS_48045,TX,Briscoe County,5869,7412.4
FIPS_48047,TX,Brooks County,13609.3,11479.3
FIPS_48049,TX,Brown County,9924,10355.5
FIPS_48051,TX,Burleson County,9202.4,8790.8
FIPS_48053,TX,Burnet County,7347.9,7241
FIPS_48055,TX,Caldwell County,8537.3,7364.1
FIPS_48057,TX,Calhoun County,8130.4,7597.4
FIPS_48059,TX,Callahan County,9504.7,9221.7
FIPS_48061,TX,Cameron County,7375.3,6198.8
FIPS_48063,TX,Camp County,10289.2,9282.9
FIPS_48065,TX,Carson County,10337.5,6852.6
