state,county,metro,life_exp,covid_mort,year,fipscode
IL,Franklin County,non-metro,74.85,99.3,2022,17055
IL,Fulton County,non-metro,75.94,56.5,2022,17057
IL,Greene County,non-metro,76.7,134.9,2022,17061
IL,Grundy County,metro,77.24,79.2,2022,17063
IL,Hamilton County,non-metro,77.61,76.3,2022,17065
IL,Hancock County,non-metro,78.3,93.9,2022,17067
IL,Hardin County,non-metro,73.85,152.6,2022,17069
IL,Henderson County,non-metro,77.6,95.6,2022,17071
IL,Henry County,non-metro,78.14,78,2022,17073
IL,Iroquois County,non-metro,75.9,90.8,2022,17075
IL,Jackson County,non-metro,77.29,94.6,2022,17077
IL,Jasper County,non-metro,81.17,76.4,2022,17079
IL,Jefferson County,non-metro,75.32,114.3,2022,17081
IL,Jersey County,non-metro,76.05,106.5,2022,17083
IL,Jo Daviess County,non-metro,80.53,58.2,2022,17085
IL,Johnson County,non-metro,77.04,86,2022,17087
IL,Kane County,metro,80.96,88,2022,17089
IL,Kankakee County,metro,76.64,86.8,2022,17091
IL,Kendall County,metro,81.17,69.8,2022,17093
IL,Knox County,metro,76.34,122.4,2022,17095
IL,Lake County,metro,80.99,85.7,2022,17097
IL,La Salle County,non-metro,76.53,102.5,2022,17099
IL,Lawrence County,non-metro,75.15,134,2022,17101
IL,Lee County,non-metro,78.35,115.1,2022,17103
IL,Livingston County,non-metro,76.06,98.4,2022,17105
IL,Logan County,non-metro,76.8,101.4,2022,17107
IL,McDonough County,non-metro,77.77,66.3,2022,17109
IL,McHenry County,metro,80.35,70,2022,17111
IL,McLean County,metro,79.43,59.5,2022,17113
IL,Macon County,metro,76.25,85.4,2022,17115
IL,Macoupin County,non-metro,76.71,90.1,2022,17117
IL,Madison County,metro,76.29,80.3,2022,17119
IL,Marion County,non-metro,73.62,91.2,2022,17121
IL,Mason County,non-metro,75.13,138.9,2022,17125
IL,Massac County,non-metro,74.82,85.1,2022,17127
IL,Menard County,non-metro,79.93,67.2,2022,17129
IL,Mercer County,non-metro,78.08,54.2,2022,17131
IL,Monroe County,non-metro,80.67,85.3,2022,17133
IL,Montgomery County,non-metro,76.13,58.8,2022,17135
IL,Morgan County,non-metro,76.68,99.1,2022,17137
IL,Moultrie County,non-metro,77.05,91.9,2022,17139
IL,Ogle County,non-metro,78.49,68.6,2022,17141
IL,Peoria County,metro,76.77,61.7,2022,17143
IL,Perry County,non-metro,77.29,93.3,2022,17145
IL,Pike County,non-metro,76.49,143.9,2022,17149
IL,Randolph County,non-metro,77.03,99.3,2022,17157
IL,Richland County,non-metro,76.72,92.1,2022,17159
IL,Rock Island County,metro,77.41,88.9,2022,17161
IL,St. Clair County,metro,75.62,97.9,2022,17163
IL,Saline County,non-metro,73.23,106.7,2022,17165
IL,Sangamon County,metro,77.7,70.2,2022,17167
IL,Shelby County,non-metro,79.28,75.9,2022,17173
IL,Stark County,non-metro,76.15,142.9,2022,17175
IL,Stephenson County,non-metro,77.78,76,2022,17177
IL,Tazewell County,metro,78.25,55.1,2022,17179
IL,Union County,non-metro,75.15,84,2022,17181
IL,Vermilion County,non-metro,74.55,74.1,2022,17183
IL,Wabash County,non-metro,78.59,75.5,2022,17185
IL,Warren County,non-metro,76.64,124.7,2022,17187
IL,Washington County,non-metro,79.42,68.2,2022,17189
IL,Wayne County,non-metro,76.51,118,2022,17191
IL,White County,non-metro,74.79,126,2022,17193
IL,Whiteside County,non-metro,77.61,166.6,2022,17195
IL,Will County,metro,79.2,89.2,2022,17197
IL,Williamson County,non-metro,77.28,78.9,2022,17199
IL,Winnebago County,metro,76.17,83.3,2022,17201
IL,Woodford County,non-metro,79.13,78.6,2022,17203
IN,Adams County,non-metro,77.92,91,2022,18001
IN,Allen County,metro,76.65,100.7,2022,18003
IN,Bartholomew County,non-metro,77.98,95.5,2022,18005
IN,Benton County,non-metro,76.77,89.1,2022,18007
IN,Blackford County,non-metro,75.02,109.3,2022,18009
IN,Boone County,non-metro,78.23,108.1,2022,18011
IN,Brown County,non-metro,78.27,77.8,2022,18013
IN,Carroll County,non-metro,80.27,58.7,2022,18015
IN,Cass County,non-metro,75.76,137.3,2022,18017
IN,Clark County,metro,74.87,91.4,2022,18019
IN,Clay County,non-metro,75.61,88.8,2022,18021
IN,Clinton County,non-metro,75.83,80.2,2022,18023
IN,Crawford County,non-metro,74.23,81,2022,18025
IN,Daviess County,non-metro,76.44,178.1,2022,18027
IN,Dearborn County,non-metro,77.31,91.7,2022,18029
IN,Decatur County,non-metro,75.82,177.1,2022,18031
IN,De Kalb County,non-metro,76.36,115.4,2022,18033
IN,Delaware County,metro,74.18,78.2,2022,18035
IN,Dubois County,non-metro,79.19,88.4,2022,18037
IN,Elkhart County,metro,78.05,135.4,2022,18039
IN,Fayette County,non-metro,72.35,130.1,2022,18041
IN,Floyd County,metro,75.28,89.1,2022,18043
IN,Fountain County,non-metro,74.76,95.8,2022,18045
IN,Franklin County,non-metro,77.4,91.2,2022,18047
IN,Fulton County,non-metro,74.74,97.1,2022,18049
IN,Gibson County,non-metro,76.95,151.5,2022,18051
IN,Grant County,non-metro,73.21,120.1,2022,18053
IN,Greene County,non-metro,75.75,115.9,2022,18055
IN,Hamilton County,metro,81.57,84.4,2022,18057
IN,Hancock County,non-metro,78.96,82.4,2022,18059
IN,Harrison County,non-metro,76.94,79.6,2022,18061
IN,Hendricks County,metro,79.22,105.1,2022,18063
IN,Henry County,non-metro,75.19,90.1,2022,18065
IN,Howard County,metro,74.07,109,2022,18067
IN,Huntington County,non-metro,76.73,87.9,2022,18069
IN,Jackson County,non-metro,75.25,88.9,2022,18071
IN,Jasper County,non-metro,76.96,76.4,2022,18073
IN,Jay County,non-metro,75.5,120.6,2022,18075
IN,Jefferson County,non-metro,75.36,108.6,2022,18077
IN,Jennings County,non-metro,73.73,95.2,2022,18079
IN,Johnson County,metro,77.67,124.5,2022,18081
IN,Knox County,non-metro,74.38,134.9,2022,18083
IN,Kosciusko County,non-metro,77.87,63.4,2022,18085
IN,Lagrange County,non-metro,78.48,176,2022,18087
IN,Lake County,metro,75.66,98.2,2022,18089
IN,La Porte County,non-metro,75.36,90.5,2022,18091
IN,Lawrence County,non-metro,76.2,118.3,2022,18093
IN,Madison County,metro,75.09,124.5,2022,18095
IN,Marion County,metro,75.01,132.1,2022,18097
IN,Marshall County,non-metro,78,109.2,2022,18099
IN,Martin County,non-metro,76.41,67.5,2022,18101
IN,Miami County,non-metro,76.36,77.9,2022,18103
IN,Monroe County,metro,79.51,72.5,2022,18105
IN,Montgomery County,non-metro,77.21,111.1,2022,18107
IN,Morgan County,non-metro,76.09,105.5,2022,18109
IN,Newton County,non-metro,75.93,111.7,2022,18111
IN,Noble County,non-metro,76.61,81.9,2022,18113
IN,Ohio County,non-metro,79.16,159.6,2022,18115
IN,Orange County,non-metro,75.02,123.2,2022,18117
IN,Owen County,non-metro,74.99,80.1,2022,18119
IN,Parke County,non-metro,79.43,52.7,2022,18121
IN,Perry County,non-metro,77.57,87.8,2022,18123
IN,Pike County,non-metro,76.45,128.5,2022,18125
IN,Porter County,metro,77.95,85.1,2022,18127
IN,Posey County,non-metro,78.96,67.9,2022,18129
IN,Pulaski County,non-metro,74.16,144.3,2022,18131
IN,Putnam County,non-metro,77.72,78.4,2022,18133
IN,Randolph County,non-metro,75.07,137.9,2022,18135
IN,Ripley County,non-metro,76.59,103.7,2022,18137
IN,Rush County,non-metro,76.59,69.8,2022,18139
IN,St. Joseph County,metro,76.32,108,2022,18141
IN,Scott County,non-metro,71.47,138.9,2022,18143
IN,Shelby County,non-metro,76.09,103.6,2022,18145
IN,Spencer County,non-metro,77.99,38.6,2022,18147
IN,Starke County,non-metro,73.75,152.5,2022,18149
IN,Steuben County,non-metro,79.31,58.5,2022,18151
IN,Sullivan County,non-metro,76.06,91.9,2022,18153
IN,Tippecanoe County,metro,79.38,45.5,2022,18157
IN,Tipton County,non-metro,77,145.7,2022,18159
IN,Vanderburgh County,metro,75.54,99.9,2022,18163
IN,Vermillion County,non-metro,75.01,115.6,2022,18165
IN,Vigo County,metro,75.4,102.7,2022,18167
IN,Wabash County,non-metro,75.84,97.8,2022,18169
IN,Warrick County,non-metro,77.42,102.5,2022,18173
IN,Washington County,non-metro,75.15,45.8,2022,18175
IN,Wayne County,non-metro,72.94,132.6,2022,18177
IN,Wells County,non-metro,77.25,107.3,2022,18179
IN,White County,non-metro,75.76,84.6,2022,18181
IN,Whitley County,non-metro,78.83,58.6,2022,18183
IA,Adair County,non-metro,78.17,107.3,2022,19001
IA,Allamakee County,non-metro,77.64,110.7,2022,19005
IA,Appanoose County,non-metro,76.87,171.3,2022,19007
IA,Benton County,non-metro,79.44,107.8,2022,19011
IA,Black Hawk County,metro,77.63,142.9,2022,19013
IA,Boone County,non-metro,78.78,41.1,2022,19015
IA,Bremer County,non-metro,80.76,104.4,2022,19017
IA,Buchanan County,non-metro,79.7,73,2022,19019
IA,Buena Vista County,non-metro,80.46,117.3,2022,19021
IA,Butler County,non-metro,78.14,79.4,2022,19023
IA,Carroll County,non-metro,79.68,101.1,2022,19027
IA,Cass County,non-metro,75.58,162,2022,19029
IA,Cedar County,non-metro,81.22,64,2022,19031
IA,Cerro Gordo County,metro,77.57,89.6,2022,19033
IA,Cherokee County,non-metro,78.21,99.5,2022,19035
IA,Chickasaw County,non-metro,78.48,53.3,2022,19037
IA,Clay County,non-metro,79.26,55.4,2022,19041
IA,Clayton County,non-metro,80.38,125.6,2022,19043
IA,Clinton County,non-metro,77.36,94.3,2022,19045
IA,Crawford County,non-metro,79.36,92.5,2022,19047
IA,Dallas County,non-metro,81.76,64.8,2022,19049
IA,Davis County,non-metro,78.06,155.9,2022,19051
IA,Delaware County,non-metro,79.39,114.2,2022,19055
IA,Des Moines County,non-metro,77.55,66.5,2022,19057
IA,Dickinson County,non-metro,80.66,76.8,2022,19059
IA,Dubuque County,non-metro,80.07,106.4,2022,19061
IA,Emmet County,non-metro,76.72,184.4,2022,19063
IA,Fayette County,non-metro,77.82,77.8,2022,19065
IA,Floyd County,non-metro,78.86,111.5,2022,19067
IA,Franklin County,non-metro,78.45,95.3,2022,19069
IA,Grundy County,non-metro,78.97,121.9,2022,19075
IA,Guthrie County,non-metro,80.36,103.4,2022,19077
IA,Hamilton County,non-metro,77.64,110.2,2022,19079
IA,Hancock County,non-metro,81.81,93.1,2022,19081
IA,Hardin County,non-metro,79.1,87.3,2022,19083
IA,Harrison County,non-metro,75.77,268.8,2022,19085
IA,Henry County,non-metro,78.69,121.6,2022,19087
IA,Howard County,non-metro,78.85,86.1,2022,19089
IA,Humboldt County,non-metro,80.03,120.9,2022,19091
IA,Ida County,non-metro,76.19,253.1,2022,19093
IA,Iowa County,non-metro,78.55,82.5,2022,19095
IA,Jackson County,non-metro,78.59,96.8,2022,19097
IA,Jasper County,non-metro,79.11,102.5,2022,19099
IA,Jefferson County,non-metro,79.87,85.5,2022,19101
IA,Johnson County,metro,82.6,37.4,2022,19103
IA,Jones County,non-metro,81.33,130.8,2022,19105
IA,Keokuk County,non-metro,79.39,131.8,2022,19107
IA,Kossuth County,non-metro,79.89,139,2022,19109
IA,Lee County,non-metro,75.88,63.2,2022,19111
IA,Linn County,metro,79.6,92.3,2022,19113
IA,Louisa County,non-metro,78.29,181.4,2022,19115
IA,Lucas County,non-metro,77.43,72.7,2022,19117
IA,Lyon County,non-metro,81.28,172.4,2022,19119
IA,Madison County,non-metro,79.31,47.3,2022,19121
IA,Mahaska County,non-metro,78.24,115.8,2022,19123
IA,Marion County,non-metro,78.88,102.5,2022,19125
IA,Marshall County,non-metro,76.49,105,2022,19127
IA,Mills County,non-metro,78.55,77.5,2022,19129
IA,Mitchell County,non-metro,80.39,174.6,2022,19131
IA,Monona County,non-metro,75.26,86.4,2022,19133
IA,Monroe County,non-metro,76.87,132.4,2022,19135
IA,Montgomery County,non-metro,74.89,177.2,2022,19137
IA,Muscatine County,non-metro,77.66,142.2,2022,19139
IA,O'Brien County,non-metro,76.86,214.5,2022,19141
IA,Osceola County,non-metro,78.7,68,2022,19143
IA,Page County,non-metro,78.63,59.4,2022,19145
IA,Palo Alto County,non-metro,76.99,63.2,2022,19147
IA,Plymouth County,non-metro,79.5,161.7,2022,19149
IA,Pocahontas County,non-metro,77.41,109,2022,19151
IA,Polk County,metro,78.41,84.6,2022,19153
IA,Pottawattamie County,non-metro,76.86,86.3,2022,19155
IA,Poweshiek County,non-metro,79.18,80.6,2022,19157
IA,Sac County,non-metro,78.95,76.8,2022,19161
IA,Scott County,metro,78.57,81,2022,19163
IA,Shelby County,non-metro,79.45,118,2022,19165
IA,Sioux County,non-metro,83.35,122.4,2022,19167
IA,Story County,metro,82.12,34.1,2022,19169
IA,Tama County,non-metro,76.52,205.5,2022,19171
IA,Union County,non-metro,76.13,118.4,2022,19175
IA,Van Buren County,non-metro,76.82,113.8,2022,19177
IA,Wapello County,non-metro,75.48,196.4,2022,19179
IA,Warren County,non-metro,79.04,73.1,2022,19181
IA,Washington County,non-metro,78.83,83.8,2022,19183
IA,Wayne County,non-metro,77.47,140.6,2022,19185
IA,Webster County,non-metro,76.36,134.9,2022,19187
IA,Winnebago County,non-metro,79.03,121.8,2022,19189
IA,Winneshiek County,non-metro,83.47,60.6,2022,19191
IA,Woodbury County,metro,76.27,150.4,2022,19193
IA,Wright County,non-metro,78.83,107.1,2022,19197
KS,Barton County,non-metro,76.89,91.1,2022,20009
KS,Bourbon County,non-metro,75.94,83.4,2022,20011
KS,Brown County,non-metro,74.28,208.8,2022,20013
KS,Butler County,non-metro,76.95,47.3,2022,20015
KS,Cherokee County,non-metro,73.25,97.1,2022,20021
KS,Cheyenne County,non-metro,78.3,179.2,2022,20023
KS,Clay County,non-metro,78.37,103.8,2022,20027
KS,Cloud County,non-metro,76.15,131.8,2022,20029
KS,Cowley County,non-metro,75.22,124.9,2022,20035
KS,Crawford County,non-metro,74.43,120.5,2022,20037
KS,Dickinson County,non-metro,78.12,73.6,2022,20041
KS,Doniphan County,non-metro,77.31,88.1,2022,20043
KS,Douglas County,metro,80.42,45.5,2022,20045
KS,Edwards County,non-metro,64.71,278.8,2022,20047
KS,Ellis County,non-metro,79.88,147,2022,20051
KS,Ellsworth County,non-metro,78.65,182,2022,20053
KS,Finney County,metro,77.54,179.6,2022,20055
KS,Ford County,metro,77.32,131.8,2022,20057
KS,Franklin County,non-metro,76.8,64.8,2022,20059
KS,Geary County,metro,74.36,115.8,2022,20061
KS,Gove County,non-metro,80.18,391,2022,20063
KS,Grant County,metro,77.6,209.5,2022,20067
KS,Gray County,non-metro,78.83,135.2,2022,20069
KS,Harper County,non-metro,74.33,146.7,2022,20077
KS,Harvey County,non-metro,77.86,70.4,2022,20079
KS,Jackson County,non-metro,78.24,60.5,2022,20085
KS,Jefferson County,non-metro,79.65,83.7,2022,20087
KS,Johnson County,metro,81.39,68.1,2022,20091
KS,Kingman County,non-metro,66,253.1,2022,20095
KS,Labette County,non-metro,74.99,87.7,2022,20099
KS,Leavenworth County,non-metro,78.35,65.8,2022,20103
KS,Lyon County,non-metro,77.92,176.1,2022,20111
KS,McPherson County,non-metro,78.75,100.6,2022,20113
KS,Marion County,non-metro,78.09,49.1,2022,20115
KS,Marshall County,non-metro,77.43,122.8,2022,20117
KS,Miami County,non-metro,80.1,48.2,2022,20121
KS,Montgomery County,non-metro,74.98,93.1,2022,20125
KS,Morris County,non-metro,78.03,106.9,2022,20127
KS,Nemaha County,non-metro,79.05,205.4,2022,20131
KS,Neosho County,non-metro,75.17,83.7,2022,20133
KS,Ness County,non-metro,76.67,228.1,2022,20135
KS,Norton County,non-metro,76.58,217.7,2022,20137
KS,Osage County,non-metro,76.85,105.2,2022,20139
KS,Ottawa County,non-metro,76.83,121.3,2022,20143
KS,Phillips County,non-metro,78.21,161,2022,20147
KS,Pottawatomie County,non-metro,80.76,56.1,2022,20149
KS,Pratt County,non-metro,75.84,170.9,2022,20151
KS,Reno County,non-metro,77.5,95.3,2022,20155
KS,Republic County,non-metro,75.89,85.1,2022,20157
KS,Rice County,non-metro,77.36,61.3,2022,20159
KS,Riley County,metro,80.47,36.1,2022,20161
KS,Rooks County,non-metro,77.8,104,2022,20163
KS,Rush County,non-metro,74.57,200.8,2022,20165
KS,Russell County,non-metro,75.59,136.6,2022,20167
KS,Saline County,metro,77.71,95.4,2022,20169
KS,Scott County,non-metro,78.29,195.9,2022,20171
KS,Sedgwick County,metro,76.47,84,2022,20173
KS,Seward County,metro,78.08,201.5,2022,20175
KS,Shawnee County,metro,76.26,97,2022,20177
KS,Sheridan County,non-metro,77.84,215.8,2022,20179
KS,Sherman County,metro,78.16,118.4,2022,20181
KS,Sumner County,non-metro,75.55,119.5,2022,20191
KS,Thomas County,non-metro,76.02,95.4,2022,20193
KS,Washington County,non-metro,80.33,82.9,2022,20201
KS,Wyandotte County,metro,74.66,129.6,2022,20209
KY,Adair County,non-metro,74.73,160.6,2022,21001
KY,Allen County,non-metro,74.73,103.2,2022,21003
KY,Anderson County,non-metro,75.37,52.6,2022,21005
KY,Barren County,non-metro,75.27,72.6,2022,21009
KY,Bath County,non-metro,71.95,60.3,2022,21011
KY,Bell County,non-metro,70.61,103.2,2022,21013
KY,Boone County,metro,78.93,67,2022,21015
KY,Boyd County,non-metro,73.76,71.2,2022,21019
KY,Boyle County,non-metro,76.73,97.7,2022,21021
KY,Breckinridge County,non-metro,76.02,50.7,2022,21027
KY,Bullitt County,non-metro,78.09,63.4,2022,21029
KY,Butler County,non-metro,73.03,119.1,2022,21031
KY,Caldwell County,non-metro,74.26,66.6,2022,21033
KY,Calloway County,non-metro,76.77,78.8,2022,21035
KY,Campbell County,metro,77.33,49.8,2022,21037
KY,Carroll County,non-metro,71.31,98.6,2022,21041
KY,Carter County,non-metro,73.51,59.2,2022,21043
KY,Casey County,non-metro,74.47,103.5,2022,21045
KY,Christian County,non-metro,73.76,102.4,2022,21047
KY,Clark County,non-metro,74.06,36.7,2022,21049
KY,Clay County,non-metro,70.75,94.3,2022,21051
KY,Clinton County,non-metro,74.08,151.9,2022,21053
KY,Crittenden County,non-metro,73.22,90.4,2022,21055
KY,Daviess County,non-metro,76.46,69,2022,21059
KY,Edmonson County,non-metro,76.08,103.2,2022,21061
KY,Estill County,non-metro,72.17,60.8,2022,21065
KY,Fayette County,metro,78.08,40.8,2022,21067
KY,Fleming County,non-metro,74.59,90.9,2022,21069
KY,Floyd County,non-metro,70.28,106.9,2022,21071
KY,Franklin County,non-metro,75.58,60.8,2022,21073
KY,Fulton County,non-metro,69.13,207.9,2022,21075
KY,Gallatin County,non-metro,72.8,146.4,2022,21077
KY,Garrard County,non-metro,76.07,90.8,2022,21079
KY,Grant County,non-metro,73.64,50.8,2022,21081
KY,Graves County,non-metro,74.92,123.7,2022,21083
KY,Grayson County,non-metro,73.72,122.7,2022,21085
KY,Green County,non-metro,74.7,92.3,2022,21087
KY,Greenup County,non-metro,73.82,66.9,2022,21089
KY,Hardin County,non-metro,75.95,67.6,2022,21093
KY,Harlan County,non-metro,69.08,90.9,2022,21095
KY,Harrison County,non-metro,74.47,43.6,2022,21097
KY,Hart County,non-metro,74.85,122.6,2022,21099
KY,Henderson County,non-metro,75.45,99.7,2022,21101
KY,Hopkins County,non-metro,74.2,154.4,2022,21107
KY,Jackson County,non-metro,71.9,143.4,2022,21109
KY,Jefferson County,metro,75.23,77.8,2022,21111
KY,Jessamine County,non-metro,77.19,74.7,2022,21113
KY,Johnson County,non-metro,71.92,61.2,2022,21115
KY,Kenton County,metro,76.35,60.1,2022,21117
KY,Knott County,non-metro,71.21,50.2,2022,21119
KY,Knox County,non-metro,72.11,75.4,2022,21121
KY,Laurel County,non-metro,74.28,36.4,2022,21125
KY,Lawrence County,non-metro,72.23,62.6,2022,21127
KY,Lee County,non-metro,69.15,179.4,2022,21129
KY,Letcher County,non-metro,70.38,81,2022,21133
KY,Lewis County,non-metro,71.33,159.4,2022,21135
KY,Lincoln County,non-metro,73.12,111.4,2022,21137
KY,Livingston County,non-metro,74.7,134.1,2022,21139
KY,Logan County,non-metro,74.75,105,2022,21141
KY,Lyon County,non-metro,75.37,89.2,2022,21143
KY,McCracken County,non-metro,75.61,74.8,2022,21145
KY,McCreary County,non-metro,71.94,53.9,2022,21147
KY,McLean County,non-metro,75.65,117.2,2022,21149
KY,Madison County,non-metro,75.61,66.6,2022,21151
KY,Magoffin County,non-metro,71.17,70.6,2022,21153
KY,Marion County,non-metro,74.44,104.7,2022,21155
KY,Marshall County,non-metro,75.06,68.1,2022,21157
KY,Mason County,non-metro,73.43,96.4,2022,21161
KY,Meade County,non-metro,75.8,47.1,2022,21163
KY,Mercer County,non-metro,74.7,83.3,2022,21167
KY,Metcalfe County,non-metro,73.92,100.2,2022,21169
KY,Monroe County,non-metro,73.07,269.2,2022,21171
KY,Montgomery County,non-metro,75.04,61.5,2022,21173
KY,Muhlenberg County,non-metro,74.7,91,2022,21177
KY,Nelson County,non-metro,75.96,65.7,2022,21179
KY,Ohio County,non-metro,75.29,86.7,2022,21183
KY,Oldham County,metro,79.79,77.2,2022,21185
KY,Owen County,non-metro,74.5,75.7,2022,21187
KY,Owsley County,non-metro,67.38,178.3,2022,21189
KY,Perry County,non-metro,66.98,102.4,2022,21193
KY,Pike County,non-metro,71.96,58.7,2022,21195
KY,Pulaski County,non-metro,73.88,74.8,2022,21199
KY,Rockcastle County,non-metro,73.66,59.8,2022,21203
KY,Rowan County,non-metro,75.82,39.8,2022,21205
KY,Russell County,non-metro,73.18,119.8,2022,21207
KY,Scott County,non-metro,76.96,46.3,2022,21209
KY,Shelby County,non-metro,77.6,67.8,2022,21211
KY,Simpson County,non-metro,73.54,98.7,2022,21213
KY,Spencer County,non-metro,77.28,70.6,2022,21215
KY,Taylor County,non-metro,74.71,78.9,2022,21217
KY,Todd County,non-metro,74.95,85.8,2022,21219
KY,Trimble County,non-metro,75.03,98.4,2022,21223
KY,Union County,non-metro,75.2,71.6,2022,21225
KY,Warren County,non-metro,76.71,71.3,2022,21227
KY,Washington County,non-metro,75.55,155.9,2022,21229
KY,Wayne County,non-metro,75.76,84.6,2022,21231
KY,Webster County,non-metro,74.12,134.1,2022,21233
KY,Whitley County,non-metro,70.89,61.3,2022,21235
LA,Acadia Parish,non-metro,73.59,179,2022,22001
LA,Allen Parish,non-metro,73.83,176.7,2022,22003
LA,Ascension Parish,metro,78.62,100,2022,22005
LA,Assumption Parish,non-metro,76.52,76.5,2022,22007
LA,Avoyelles Parish,non-metro,72.87,142.7,2022,22009
LA,Beauregard Parish,non-metro,75.23,118.4,2022,22011
LA,Bienville Parish,non-metro,70.93,211.5,2022,22013
LA,Bossier Parish,metro,77.06,115,2022,22015
LA,Caddo Parish,metro,73.59,145.9,2022,22017
LA,Calcasieu Parish,metro,74.38,116.6,2022,22019
LA,Caldwell Parish,non-metro,73.25,165.5,2022,22021
LA,Catahoula Parish,non-metro,74.55,182.3,2022,22025
LA,Claiborne Parish,non-metro,74.95,183.3,2022,22027
LA,Concordia Parish,non-metro,71.89,176.1,2022,22029
LA,De Soto Parish,non-metro,75.27,133.2,2022,22031
LA,East Baton Rouge Parish,metro,75.08,107.3,2022,22033
LA,East Carroll Parish,non-metro,71.26,221.1,2022,22035
LA,East Feliciana Parish,non-metro,72.38,280.4,2022,22037
LA,Evangeline Parish,non-metro,72.3,144.7,2022,22039
LA,Franklin Parish,non-metro,73.12,210.9,2022,22041
LA,Grant Parish,non-metro,75.11,153.1,2022,22043
LA,Iberia Parish,non-metro,73.65,104.1,2022,22045
LA,Iberville Parish,non-metro,74.62,142.4,2022,22047
LA,Jackson Parish,non-metro,74.66,70.9,2022,22049
LA,Jefferson Parish,metro,76.66,105.2,2022,22051
LA,Jefferson Davis Parish,non-metro,73.14,140.4,2022,22053
LA,Lafayette Parish,metro,77.79,50.4,2022,22055
LA,Lafourche Parish,metro,76.75,109.9,2022,22057
LA,La Salle Parish,non-metro,75.09,133,2022,22059
LA,Lincoln Parish,non-metro,76.03,134.2,2022,22061
LA,Livingston Parish,non-metro,76.16,83.7,2022,22063
LA,Madison Parish,metro,71.98,154.7,2022,22065
LA,Morehouse Parish,non-metro,70.47,123.7,2022,22067
LA,Natchitoches Parish,non-metro,74.38,106.9,2022,22069
LA,Orleans Parish,metro,75.86,122.3,2022,22071
LA,Ouachita Parish,metro,73.6,155.4,2022,22073
LA,Plaquemines Parish,metro,76.74,79.2,2022,22075
LA,Pointe Coupee Parish,non-metro,75.31,141.5,2022,22077
LA,Rapides Parish,non-metro,73.19,131.2,2022,22079
LA,Red River Parish,non-metro,72.67,228.1,2022,22081
LA,Richland Parish,non-metro,73.82,183.8,2022,22083
LA,Sabine Parish,non-metro,74.65,140.4,2022,22085
LA,St. Bernard Parish,metro,74.77,93.3,2022,22087
LA,St. Charles Parish,metro,76.44,109.3,2022,22089
LA,St. James Parish,non-metro,76.24,135.3,2022,22093
LA,St. John the Baptist Parish,metro,73.78,195.1,2022,22095
LA,St. Landry Parish,non-metro,71.55,167.9,2022,22097
LA,St. Martin Parish,non-metro,75.22,131.1,2022,22099
LA,St. Mary Parish,metro,74.04,145.6,2022,22101
LA,St. Tammany Parish,metro,77.78,78.1,2022,22103
LA,Tangipahoa Parish,non-metro,74.64,105.5,2022,22105
LA,Terrebonne Parish,metro,75.12,95.9,2022,22109
LA,Union Parish,non-metro,74.47,158.1,2022,22111
LA,Vermilion Parish,non-metro,76.15,87.8,2022,22113
LA,Vernon Parish,non-metro,74.18,137.9,2022,22115
LA,Washington Parish,non-metro,71,127,2022,22117
LA,Webster Parish,non-metro,72.89,135.4,2022,22119
LA,West Baton Rouge Parish,non-metro,77.1,130.6,2022,22121
LA,West Carroll Parish,non-metro,74.37,211.9,2022,22123
LA,West Feliciana Parish,non-metro,77.85,130.5,2022,22125
LA,Winn Parish,non-metro,73.8,154.4,2022,22127
ME,Androscoggin County,non-metro,76.81,17,2022,23001
ME,Aroostook County,non-metro,78.31,17.1,2022,23003
ME,Cumberland County,non-metro,80.17,25,2022,23005
ME,Hancock County,non-metro,79.49,27.1,2022,23009
ME,Kennebec County,non-metro,77.9,18.6,2022,23011
ME,Oxford County,non-metro,77.43,33.3,2022,23017
ME,Penobscot County,non-metro,77.12,16.6,2022,23019
ME,Somerset County,non-metro,76.6,23.8,2022,23025
ME,Waldo County,non-metro,78.85,33.9,2022,23027
ME,York County,non-metro,79.13,24.4,2022,23031
MD,Allegany County,non-metro,75.48,142.8,2022,24001
MD,Anne Arundel County,metro,79.09,53.8,2022,24003
MD,Baltimore County,metro,77.49,76.8,2022,24005
MD,Calvert County,non-metro,79.45,46.4,2022,24009
MD,Caroline County,non-metro,76.2,36.7,2022,24011
MD,Carroll County,non-metro,78.48,77.3,2022,24013
MD,Cecil County,non-metro,75.08,76.2,2022,24015
MD,Charles County,non-metro,77.84,92.6,2022,24017
MD,Dorchester County,non-metro,75.63,49.3,2022,24019
MD,Frederick County,non-metro,80.16,62.3,2022,24021
MD,Garrett County,non-metro,77.69,96.2,2022,24023
MD,Harford County,metro,78.55,49.9,2022,24025
MD,Howard County,metro,82.72,50.9,2022,24027
MD,Kent County,non-metro,77.9,88.8,2022,24029
MD,Montgomery County,metro,83.97,81.7,2022,24031
MD,Prince George's County,metro,78.51,128.4,2022,24033
MD,Queen Anne's County,non-metro,79.92,37.5,2022,24035
MD,St. Mary's County,non-metro,78.3,78.2,2022,24037
MD,Somerset County,non-metro,75.75,55.8,2022,24039
MD,Washington County,non-metro,75.91,70.2,2022,24043
MD,Wicomico County,non-metro,76.09,68.6,2022,24045
MD,Worcester County,non-metro,79.85,51.7,2022,24047
MD,Baltimore city,metro,71.81,103.9,2022,24510
MA,Barnstable County,metro,79.55,39.2,2022,25001
