state,county,metro,life_exp,covid_mort,year,fipscode
WV,Fayette County,non-metro,72.69,60.9,2022,54019
WV,Grant County,non-metro,76.57,103.8,2022,54023
WV,Greenbrier County,non-metro,74.44,68.2,2022,54025
WV,Hampshire County,non-metro,75.23,57.2,2022,54027
WV,Hancock County,non-metro,74.44,121.7,2022,54029
WV,Harrison County,non-metro,75.17,26.6,2022,54033
WV,Jackson County,non-metro,76.05,61.7,2022,54035
WV,Jefferson County,non-metro,77.4,59.3,2022,54037
WV,Kanawha County,non-metro,72.54,70.2,2022,54039
WV,Lincoln County,non-metro,70.8,35.4,2022,54043
WV,Logan County,non-metro,68.51,122.5,2022,54045
WV,Marion County,non-metro,75.63,23.1,2022,54049
WV,Marshall County,non-metro,75.72,120.8,2022,54051
WV,Mason County,non-metro,73.62,52.3,2022,54053
WV,Mercer County,non-metro,71.8,52.6,2022,54055
WV,Mineral County,non-metro,75.51,170.6,2022,54057
WV,Mingo County,non-metro,70.07,89.7,2022,54059
WV,Monongalia County,non-metro,79.26,33.2,2022,54061
WV,Monroe County,non-metro,76.47,67.6,2022,54063
WV,Ohio County,metro,74.72,63.7,2022,54069
WV,Preston County,non-metro,76.39,74.3,2022,54077
WV,Putnam County,non-metro,76.24,70,2022,54079
WV,Raleigh County,non-metro,71.51,24.3,2022,54081
WV,Summers County,non-metro,74.13,43.9,2022,54089
WV,Taylor County,non-metro,75.97,40,2022,54091
WV,Wayne County,non-metro,73.31,44.6,2022,54099
WV,Wetzel County,non-metro,75.23,55.2,2022,54103
WV,Wood County,non-metro,74.74,57.4,2022,54107
WV,Wyoming County,non-metro,71.33,76.2,2022,54109
WI,Adams County,non-metro,76.88,35.1,2022,55001
WI,Ashland County,non-metro,75.79,50.2,2022,55003
WI,Barron County,non-metro,78.49,70.5,2022,55005
WI,Bayfield County,non-metro,79.7,56.8,2022,55007
WI,Brown County,metro,79.46,69.4,2022,55009
WI,Buffalo County,non-metro,81.53,48.1,2022,55011
WI,Burnett County,non-metro,78.92,86.7,2022,55013
WI,Calumet County,non-metro,80.89,57.7,2022,55015
WI,Chippewa County,non-metro,79.24,62.6,2022,55017
WI,Clark County,non-metro,78.28,109.1,2022,55019
WI,Columbia County,non-metro,78.84,52.1,2022,55021
WI,Crawford County,non-metro,79.22,42.7,2022,55023
WI,Dane County,metro,81.38,37.5,2022,55025
WI,Dodge County,non-metro,77.67,102.3,2022,55027
WI,Door County,non-metro,81.27,40.2,2022,55029
WI,Douglas County,non-metro,77.79,86.8,2022,55031
WI,Dunn County,non-metro,80.46,39.2,2022,55033
WI,Eau Claire County,metro,79.39,66.5,2022,55035
WI,Florence County,non-metro,75.84,163.9,2022,55037
WI,Fond du Lac County,non-metro,79.44,70.3,2022,55039
WI,Forest County,non-metro,74.35,138.4,2022,55041
WI,Grant County,non-metro,78.88,72,2022,55043
WI,Green County,non-metro,79.64,26.2,2022,55045
WI,Green Lake County,non-metro,78.18,56.3,2022,55047
WI,Iron County,non-metro,78.07,123.8,2022,55051
WI,Jackson County,non-metro,77.07,57.2,2022,55053
WI,Jefferson County,non-metro,79.54,73.9,2022,55055
WI,Juneau County,non-metro,78.11,45,2022,55057
WI,Kenosha County,metro,77.83,117.1,2022,55059
WI,Kewaunee County,non-metro,80.79,74.3,2022,55061
WI,La Crosse County,metro,79.58,43.2,2022,55063
WI,Langlade County,non-metro,78.85,96.4,2022,55067
WI,Lincoln County,non-metro,78.1,146.3,2022,55069
WI,Manitowoc County,non-metro,78.63,43.8,2022,55071
WI,Marathon County,non-metro,80.06,83.3,2022,55073
WI,Marinette County,non-metro,77.07,84.6,2022,55075
WI,Marquette County,non-metro,77.72,88.1,2022,55077
WI,Menominee County,non-metro,69.49,273.6,2022,55078
WI,Milwaukee County,metro,75.89,86.8,2022,55079
WI,Monroe County,non-metro,78.39,44.6,2022,55081
WI,Oconto County,non-metro,78.98,89.6,2022,55083
WI,Oneida County,non-metro,78.74,66.8,2022,55085
WI,Outagamie County,metro,79.4,76.7,2022,55087
WI,Ozaukee County,metro,81.88,59.2,2022,55089
WI,Pierce County,non-metro,81.35,53,2022,55093
WI,Polk County,non-metro,78.81,43.6,2022,55095
WI,Portage County,non-metro,81.07,49.9,2022,55097
WI,Racine County,metro,77.46,105.9,2022,55101
WI,Richland County,non-metro,79.74,42.6,2022,55103
WI,Rock County,metro,77.64,66.3,2022,55105
WI,Rusk County,non-metro,77.67,63.8,2022,55107
WI,St. Croix County,non-metro,80.72,40.5,2022,55109
WI,Sauk County,non-metro,79.12,47.2,2022,55111
WI,Sawyer County,non-metro,76.16,52.8,2022,55113
WI,Shawano County,non-metro,77.84,92.4,2022,55115
WI,Sheboygan County,non-metro,78.96,79.3,2022,55117
WI,Taylor County,non-metro,81.37,77.7,2022,55119
WI,Trempealeau County,non-metro,78.96,80.9,2022,55121
WI,Vernon County,non-metro,79.68,43.5,2022,55123
WI,Vilas County,non-metro,77.28,64,2022,55125
WI,Walworth County,non-metro,78.7,82.1,2022,55127
WI,Washburn County,non-metro,78.84,39.9,2022,55129
WI,Washington County,non-metro,80.61,60.7,2022,55131
WI,Waukesha County,metro,81.1,68,2022,55133
WI,Waupaca County,non-metro,77.13,136.4,2022,55135
WI,Waushara County,non-metro,79.13,52,2022,55137
WI,Winnebago County,metro,79.08,77.2,2022,55139
WI,Wood County,non-metro,78.22,44,2022,55141
WY,Albany County,metro,80.78,32.6,2022,56001
WY,Big Horn County,non-metro,76.44,79.9,2022,56003
WY,Campbell County,non-metro,77.44,114.9,2022,56005
WY,Carbon County,non-metro,78.49,85.4,2022,56007
WY,Crook County,non-metro,78.78,89.3,2022,56011
WY,Fremont County,non-metro,73.03,125.3,2022,56013
WY,Goshen County,non-metro,77.88,86.3,2022,56015
WY,Laramie County,metro,77.95,50.8,2022,56021
WY,Lincoln County,non-metro,79.04,34.2,2022,56023
WY,Natrona County,metro,76.57,96.7,2022,56025
WY,Park County,non-metro,80.5,26,2022,56029
WY,Sheridan County,non-metro,79.08,34.5,2022,56033
WY,Sweetwater County,metro,76.45,59.9,2022,56037
WY,Washakie County,non-metro,78.76,147.4,2022,56043
